"CITY","COUNTRY","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Los Angeles","USA","ANTONINUS PIUS 138AD Cyzicus Mysia Ancient Roman Coin ASCLEPIUS MEDICINE i61403 https://t.co/r40qT49L6M https://t.co/yQqEa15m6V",FALSE,0,NA,2017-05-18 05:41:19,FALSE,NA,"865079834493452288",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ProfCoinDealer",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","THESSALONICA Macedonia 148BC RARE Genuine Ancient Greek Coin ZEUS &amp; GOATS i61396 https://t.co/AXJCJwTfJz https://t.co/oJsNlXVNUI",FALSE,0,NA,2017-05-18 05:41:18,FALSE,NA,"865079829619781634",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ProfCoinDealer",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Womens Ann Taylor LOFT Military Style Olive Drab Button Up Jacket Coat Size 12 https://t.co/WkADnay5q0 @eBay",FALSE,0,NA,2017-05-18 05:38:18,FALSE,NA,"865079076075130880",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",11,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Counted Cross Stitch Leopard Kit Needleart Cross My Heart New In Package https://t.co/dVACyFPSlm @eBay",FALSE,0,NA,2017-05-18 05:38:07,FALSE,NA,"865079026661982208",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",3,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out South Hill Designs Charm Lot And Case New 40+ https://t.co/StT1nhkSG0 @eBay#Charm#SouthHillDesign",FALSE,0,NA,2017-05-18 05:37:17,FALSE,NA,"865078817466875904",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",12,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Vintage NOS Windproof Picnic Time Disposable Table Cloth 78x40 Straubel Paper Co https://t.co/hzqn7wFZmC @eBay",FALSE,0,NA,2017-05-18 05:37:13,FALSE,NA,"865078802094804992",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",3,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Vintage Sexy Slip Lingerie Nightgown Stardust Miracle Slip Size 36 New Old Stock https://t.co/6ro0sSIFY3 @eBay",FALSE,0,NA,2017-05-18 05:37:09,FALSE,NA,"865078785300865029",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",3,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Vintage 50s Slip Skirt Half Slip Loomcraft Size 28 New Old Stock Pale Green https://t.co/QCmCGfUAUl @eBay",FALSE,0,NA,2017-05-18 05:37:07,FALSE,NA,"865078776748572672",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",2,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Jiffy Stitchery Cuddly Cub  A Beginning Stitchery Kit 424 Vintage https://t.co/7rgxBqd1wd @eBay",FALSE,0,NA,2017-05-18 05:36:58,FALSE,NA,"865078741340377088",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",6,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Bucilla Mini Stitchery Embroidery Kit Strawberry Basket 5x7 Kit 2013 Vintage https://t.co/uc0v3bVj2f @eBay",FALSE,0,NA,2017-05-18 05:36:49,FALSE,NA,"865078699980333056",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",3,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out South Hill Designs Silver Gold Rose Gold Tones Droplet And Screen Lot https://t.co/K30NMHeeGp @eBay",FALSE,0,NA,2017-05-18 05:36:07,FALSE,NA,"865078523702108161",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",2,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Vintage Brass Chiffney Bit Stallion Stud Racehorse https://t.co/9tWLy7UrxG @eBay",FALSE,0,NA,2017-05-18 05:35:56,FALSE,NA,"865078478684672000",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",6,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Vintage Wife Beater Tank Shirt Men's Athletic Mayo Spruce New Old Stock Sm https://t.co/bot5LueXf7 @eBay#WifeBeat…",FALSE,0,NA,2017-05-18 05:35:31,FALSE,NA,"865078376016494592",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",7,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out South Hill Designs Locket Bracelet Black New https://t.co/AMGFB8V9wS @eBay",FALSE,0,NA,2017-05-18 05:35:24,FALSE,NA,"865078344299167744",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",2,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Vintage Buffalo Bill Denim Western Shirt Pearl Snaps Rifles Guns Cowboy https://t.co/23ZaAigUMG @eBay",FALSE,0,NA,2017-05-18 05:34:01,FALSE,NA,"865077995676893184",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",2,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Handmade Signed Pottery Stoneware Mug 7"" Tall Unique https://t.co/Fp3Na7Zp8A @eBay",FALSE,0,NA,2017-05-18 05:33:35,FALSE,NA,"865077889359683586",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",1,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Vintage Antique Car Stickers Puffy Happy Stickers Made In Taiwan New Old Stock https://t.co/1CSvbn0vnm @eBay",FALSE,0,NA,2017-05-18 05:33:29,FALSE,NA,"865077860729475072",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",2,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Starbucks Oregon YAH You Are Here Collector Coffee Cup Mug New In Box https://t.co/AySUwD7VzY @eBay#Starbucks#Ore…",FALSE,0,NA,2017-05-18 05:33:27,FALSE,NA,"865077854538579968",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",2,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Tommy Hilfiger Argyle Tights Black Gray Grey Women's Small Medium New NWT https://t.co/J6KG1ZbRQN @eBay",FALSE,0,NA,2017-05-18 05:33:13,FALSE,NA,"865077797424738305",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",2,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Starbucks Portland Oregon City YAH You Are Here Collector Coffee Mug Cup New https://t.co/Y5P7hWVA0B @eBay#Starbu…",FALSE,0,NA,2017-05-18 05:33:02,FALSE,NA,"865077748661747712",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",5,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Vintage Playboy Playmate Robe Playboy Bunny Button Front Red Blue Stripes Medium https://t.co/Lp0H6f8l99 @eBay",FALSE,0,NA,2017-05-18 05:32:36,FALSE,NA,"865077641744797696",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",70,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Vintage Yukon Cloth Jacket Industrial Outerwear Coat Parka Workwear Medium https://t.co/m3V5mAnpPy @eBay",FALSE,0,NA,2017-05-18 05:32:23,FALSE,NA,"865077586161840128",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",8,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Patagonia Bikini Swimsuit Print Boucau Halter Top Adour  Women's XL 16 New $100 https://t.co/nDJQhX3pR3 @eBay",FALSE,0,NA,2017-05-18 05:32:01,FALSE,NA,"865077494545764352",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",2,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Looney Tunes Characters Coffee Mug Cup Six Flags Bugs Bunny Tweety Bird Taz https://t.co/jwNGid4Ol4 @eBay",FALSE,0,NA,2017-05-18 05:31:52,FALSE,NA,"865077454246789121",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",2,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Eddie Bauer Oversized Down Fleece Throw Scarlet Black Buffalo Check 650 Fill NWT https://t.co/aa1v6jRTT1 @eBay",FALSE,0,NA,2017-05-18 05:31:40,FALSE,NA,"865077404561162240",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",3,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out  https://t.co/ZwM73NAJ7B via eBay#Garfield#Cat#Vintage#Coffee#Mug https://t.co/ysp58r2zWA",FALSE,0,NA,2017-05-18 05:29:45,FALSE,NA,"865076922169966592",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",163,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Pyrex Family Flair Oval Platter Serving Tray Matches Sea Isle Dishes HTF https://t.co/lGegpZfK8L @eBay#Pyrex",FALSE,0,NA,2017-05-18 05:29:22,FALSE,NA,"865076825956917248",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",5,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Vintage Cookbook Bite Of Seattle IV 4 Copyright 1989 https://t.co/QvtZDwbkjm @eBay",FALSE,0,NA,2017-05-18 05:28:49,FALSE,NA,"865076688828248064",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",4,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Baltimore Maryland Skyline Socks Adult Unisex Purple New Without Tags https://t.co/yb6sWSCuyf @eBay",FALSE,0,NA,2017-05-18 05:28:39,FALSE,NA,"865076644330864640",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",2,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Vintage Cookbook Huckleberries And Crabmeat Oregon And Pacific Coast 1974 https://t.co/cPrGcZicSf @eBay",FALSE,0,NA,2017-05-18 05:28:37,FALSE,NA,"865076637007699968",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",3,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Starbucks 1999 Kyoto  Japan Coffee Tea Mug Cup Purple Orange https://t.co/nugdAEoxyl @eBay#starbucks#kyoto",FALSE,0,NA,2017-05-18 05:27:03,FALSE,NA,"865076241715544065",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fetter9509",16,TRUE,FALSE,NA,NA
"Los Angeles","USA","RT @fetter9509: Check out Starbucks 1999 Kyoto  Japan Coffee Tea Mug Cup Purple Orange https://t.co/nugdAEoxyl @eBay#starbucks#kyoto",FALSE,0,NA,2017-05-18 05:22:26,FALSE,NA,"865075081579560960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SurfbirdSales",16,TRUE,FALSE,NA,NA
"Los Angeles","USA","PELLA in Macedonia 1stCenBC Authentic Ancient Greek Coin APOLLO &amp; TRIPOD i61402 https://t.co/FchaW6STsi https://t.co/Mq4yRLHec6",FALSE,0,NA,2017-05-18 05:21:14,FALSE,NA,"865074780302651392",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ProfCoinDealer",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","Derek Jeter Retirement Ceremony Yankees Game Ticket Stub 5/14/17 - Unused https://t.co/C80N2aT2s2 https://t.co/wWsy8A2Ayi",FALSE,0,NA,2017-05-18 05:20:13,FALSE,NA,"865074524101922816",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","liveeventsus",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","Look at this on eBay https://t.co/a2Q2p9E8u9",FALSE,0,NA,2017-05-18 05:19:54,FALSE,NA,"865074446398345216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mrnmrsdcpicker",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","Look at this on eBay https://t.co/cFUeLI3K4U",FALSE,0,NA,2017-05-18 05:19:17,FALSE,NA,"865074288277286913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mrnmrsdcpicker",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","Look at this on eBay https://t.co/dKkdApYzis",FALSE,0,NA,2017-05-18 05:18:36,FALSE,NA,"865074116516339712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mrnmrsdcpicker",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","Look at this on eBay https://t.co/GBCDOyKrKG",FALSE,0,NA,2017-05-18 05:17:21,FALSE,NA,"865073801553469440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mrnmrsdcpicker",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","#concert - (2 - TWO) Governor's Ball 3 day tickets with Ferry Passes (June 2nd-4th, 2017) https://t.co/l1sPrlEVRX https://t.co/BilBXVOiuZ",FALSE,0,NA,2017-05-18 05:09:37,FALSE,NA,"865071856566456320",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","liveeventsus",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","Save $5 for every $35 you spend https://t.co/Drd4HN1cSh https://t.co/fID6GeJhyG",FALSE,0,NA,2017-05-18 05:09:12,FALSE,NA,"865071753411928064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","capcollectibles",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","OINIADAI in Akarnania 219BC Ancient Greek Coin ZEUS RIVER GOD ARCHELOUS i61395 https://t.co/iEGC8GydR8 https://t.co/FoonoF7rV3",FALSE,0,NA,2017-05-18 05:06:16,FALSE,NA,"865071015008882690",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ProfCoinDealer",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","MESEMBRIA Thrace Authentic Ancient Greek Coin CORINTHIAN HELMET WHEEL  i61397 https://t.co/YC9N9TphxE https://t.co/ZlcJQkaXVT",FALSE,0,NA,2017-05-18 04:51:06,FALSE,NA,"865067196824903680",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ProfCoinDealer",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","RT @duaneface: @PsyKdeIik @mixedfeeIs @poposrb Facebook, Uber, eBay have proven its the best business model.",FALSE,0,NA,2017-05-18 04:49:25,FALSE,NA,"865066772130562048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KenyoNegus",1,TRUE,FALSE,NA,NA
"Los Angeles","USA","Two (2) Blizzcon 2017 Benefit Tickets Dinner All Included https://t.co/D6kCdN20Tu https://t.co/DrNCgehwLh",FALSE,0,NA,2017-05-18 04:47:12,FALSE,NA,"865066216389451776",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","liveeventsus",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","National Museum African American History Culture Tickets Saturday July 8 (10:45) https://t.co/4Rk89eZMQE https://t.co/uEa2YwMh1S",FALSE,0,NA,2017-05-18 04:47:08,FALSE,NA,"865066200161673216",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","liveeventsus",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","99 Cent NR #Auction #Vintage 1985 #CalicoCritters #Rabbit <ed><U+00A0><U+00BD><ed><U+00B0><U+00B0>#Bunny <ed><U+00A0><U+00BD><ed><U+00B0><U+0087>Family #Girl #Daughter...… https://t.co/Xf8VlqykWK",FALSE,0,NA,2017-05-18 04:46:10,TRUE,NA,"865065954534928384",NA,"<a href=""http://linkis.dev.vicman.com.ua/"" rel=""nofollow"">URL shortener [staging]</a>","Sammy_Rise",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","#Theater - Hamilton San Francisco (this price is for 2 tickets) May 18 5/18 5-18 https://t.co/F8biZE4sN3",FALSE,0,NA,2017-05-18 04:38:33,FALSE,NA,"865064039390392320",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","liveeventsus",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","@UNIFCLOTHING just bought something from my Ebay store. Very cool.",FALSE,0,"UNIFCLOTHING",2017-05-18 04:35:14,FALSE,NA,"865063202060734464","36104812","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","loveandtrouble_",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","Warning Here to See My Daughter Gun Sign No Sense Polystyrene Sign Man Cave | eBay https://t.co/MSfUvt7etI",FALSE,0,NA,2017-05-18 04:30:57,FALSE,NA,"865062127563935744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AshleyScottSbri",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","SDCC Sloth from The Goonies by Mezco Toys https://t.co/ydJ9SPgJ8G",FALSE,0,NA,2017-05-18 04:28:04,FALSE,NA,"865061400158326784",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","wien_sam",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","Star Wars Funko Pop 501st Clone Trooper Vinyl Bobble Head Sdcc 2012 Limited 480 https://t.co/DSC4ZieAUp",FALSE,0,NA,2017-05-18 04:09:42,FALSE,NA,"865056778534486016",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","wien_sam",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","#Theater - 1-4 TICKETS 7/15/17 Wicked Boston Opera House https://t.co/OceYhKfO0L https://t.co/TsPTU7EuqV",FALSE,0,NA,2017-05-18 04:05:32,FALSE,NA,"865055728217669632",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","liveeventsus",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","#Theater - 1-4 TICKETS 6/8/17 Something Rotten! Sarofim Hall - Hobby Center https://t.co/wk7SHlk08I https://t.co/48RRsFCfXa",FALSE,0,NA,2017-05-18 04:05:31,FALSE,NA,"865055724027559936",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","liveeventsus",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","#Theater - 1-4 TICKETS 6/17/17 Cabaret Paramount Theatre - Seattle https://t.co/sIA2FcIb7i https://t.co/ZArtY8hBY5",FALSE,0,NA,2017-05-18 04:05:30,FALSE,NA,"865055719418077184",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","liveeventsus",0,FALSE,FALSE,NA,NA
"Los Angeles","USA","#Theater - 1-8 TICKETS 6/29/17 Finding Neverland Hippodrome Theatre At The France-Merrick P https://t.co/WLJ71AXhoG https://t.co/7ObijhBQ72",FALSE,0,NA,2017-05-18 04:05:29,FALSE,NA,"865055714779070464",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","liveeventsus",0,FALSE,FALSE,NA,NA
